1/2-SBSRNA4 	 0
A1BG 	 0
A1BG-AS1 	 0
A1CF 	 0
A2LD1 	 0
A2M 	 0
A2ML1 	 372
A2MP1 	 0
A4GALT 	 0
A4GNT 	 0
AA06 	 0
AAA1 	 0
AAAS 	 0
AACS 	 0
AACSP1 	 0
AADAC 	 0
AADACL2 	 0
AADACL3 	 0
AADACL4 	 0
AADAT 	 0
AAGAB 	 0
AAK1 	 8
AAMP 	 0
AANAT 	 0
AARS 	 1294
AARS2 	 0
AARSD1 	 0
AASDH 	 0
AASDHPPT 	 19
AASS 	 1334
AATF 	 0
AATK 	 6
AATK-AS1 	 0
ABAT 	 10
ABCA1 	 157
ABCA10 	 0
ABCA11P 	 0
ABCA12 	 0
ABCA13 	 0
ABCA17P 	 0
ABCA2 	 0
ABCA3 	 0
ABCA4 	 0
ABCA5 	 0
ABCA6 	 0
ABCA7 	 0
ABCA8 	 0
ABCA9 	 0
ABCB1 	 0
ABCB10 	 0
ABCB11 	 0
ABCB4 	 0
ABCB5 	 0
ABCB6 	 0
ABCB7 	 0
ABCB8 	 0
ABCB9 	 0
ABCC1 	 0
ABCC10 	 0
ABCC11 	 0
ABCC12 	 0
ABCC13 	 0
ABCC2 	 0
ABCC3 	 0
ABCC4 	 0
ABCC5 	 0
ABCC6 	 0
ABCC6P1 	 0
ABCC6P2 	 0
ABCC8 	 110
ABCC9 	 2
ABCD1 	 0
ABCD2 	 0
ABCD3 	 0
ABCD4 	 40
ABCE1 	 0
ABCF1 	 0
ABCF2 	 0
ABCF3 	 0
ABCG1 	 0
ABCG2 	 0
ABCG4 	 79
ABCG5 	 0
ABCG8 	 0
ABHD1 	 0
ABHD10 	 0
ABHD11 	 0
ABHD11-AS1 	 0
ABHD12 	 21
ABHD12B 	 0
ABHD13 	 0
ABHD14A 	 0
ABHD14A-ACY1 	 0
ABHD14B 	 14
ABHD15 	 0
ABHD16A 	 0
ABHD16B 	 0
ABHD2 	 3
ABHD3 	 0
ABHD4 	 0
ABHD5 	 0
ABHD6 	 0
ABHD8 	 0
ABI1 	 32
ABI2 	 250
ABI3 	 0
ABI3BP 	 0
ABL1 	 0
ABL2 	 0
ABLIM1 	 76
ABLIM2 	 0
ABLIM3 	 0
ABO 	 0
ABP1 	 0
ABR 	 0
ABRA 	 0
ABT1 	 0
ABTB1 	 0
ABTB2 	 0
ACAA1 	 0
ACAA2 	 10
ACACA 	 1
ACACB 	 3
ACAD10 	 0
ACAD11 	 0
ACAD8 	 12
ACAD9 	 0
ACADL 	 0
ACADM 	 64
ACADS 	 0
ACADSB 	 0
ACADVL 	 46
ACAN 	 0
ACAP1 	 0
ACAP2 	 22
ACAP3 	 0
ACAT1 	 310
ACAT2 	 455
ACBD3 	 0
ACBD4 	 0
ACBD5 	 0
ACBD6 	 0
ACBD7 	 6
ACCN1 	 0
ACCN2 	 0
ACCN3 	 0
ACCN4 	 0
ACCN5 	 0
ACCS 	 0
ACCSL 	 0
ACD 	 0
ACE 	 0
ACE2 	 0
ACER1 	 0
ACER2 	 0
ACER3 	 179
ACHE 	 0
ACIN1 	 0
ACLY 	 0
ACMSD 	 0
ACN9 	 0
ACO1 	 33
ACO2 	 0
ACOT1 	 2
ACOT11 	 30
ACOT12 	 0
ACOT13 	 36
ACOT2 	 2
ACOT4 	 0
ACOT6 	 0
ACOT7 	 0
ACOT8 	 0
ACOT9 	 0
